artist_id,artist_name
1A6LF8jYHkaRro5x8JRT2w,Polygon Window
7AiamoV760pPGGM5PbOC6X,µ-Ziq
17dbJyUCrxh4I7iyUrjaHU,Carl Craig
3x3wGSv3Xm8xtgXNe6hq99,burger/ink
2oAUWVDrNRE76jqj9IkVK6,Pole
5akVqMzdZOdbMYbE4vNZWD,Plaid
7qk18OMPkaekOJt2QUva9G,Pan Sonic
7qdsk0UXx2jCX7jbp6rxeq,The Black Dog
3FPr2kgOVTHdeKrnYAKRCz,Bola
6FfTOJJ5iO4tRG80MG5Ovj,Isolée
7yop5VpIW8Wv2l8ReGzbSq,Mira Calix
2iDfyLGn8aPFWfY6v7yd40,Blectum From Blechdom
7kDf1ziRxPFtWbbZB1XmrM,Kid606
69wzuykaVXlRS5KVygESvd,Bobby Bare
3A2UXqQgMDJ3YNvLPyX5NW,Sir Douglas Quintet
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson
5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson
5kZDCAD5zLelf8NYHoRSHS,Sammi Smith
3ZWab2LEVkNKiBPIClTwof,Townes Van Zandt
12be6Vj2WgNyx4x6vuGvhy,The Flatlanders
05FEKb23HHED5ZsWmKo8kz,Billy Joe Shaver
0E8Z0e9ZVDaVz6mnXH5UqL,Gary P. Nunn
4gQ8biCMcMrOuBdJx639Q0,Ray Wylie Hubbard
0Ekfvspc0hlcxdfJJVjcnq,Guy Clark
763opp15PhfHpEaiVjM6m7,Jerry Jeff Walker
6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe
43HpW8B5gYRnYbSzm37n5v,Jessi Colter
7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings
5s6TJEuHTr9GR894wc6VfP,Emmylou Harris
10NyEvFwxog3iXO1IBYla9,Marshall Chapman
7dmeVSH4lJqxXU7C87dKIB,Tanya Tucker
3KmQJ2e3T7Gn1UurVpReXs,Gary Stewart
4QIJ2i8I6urte2scKgkVoY,Rodney Crowell
4QonkOS6ybWrJVYFWEHMZY,Terry Allen
2ptmyXoL7poH6Zq62h1QT9,Merle Haggard
2UBTfUoLI07iRqGeUrwhZh,Steve Earle
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert
5yhxqYI0JBwUKfXpSEjiM8,Jamey Johnson
6UWifcscEdbjPgmbevBxZV,Hayes Carll
3Q8wgwyVVv0z4UEh1HB0KY,Jason Isbell
3vDpQbGnzRbRVirXlfQagB,Sturgill Simpson
2IvkS5MXK0vPGnwyJsrEyV,Eric Church
09yvLritEUxHrzx5TlFvbl,Margo Price
13ZEDW6vyBF12HYcZRr4EV,Tyler Childers
2NCGI6dLTxLdI9XHdv7QfM,The Andrews Sisters
5TesVKMq16peTfJC46PbYw,The Bobbettes
08kLJJHCIH3KZGk4FZmWSK,The Chantels
0x83OBqixqdCHnStP5VMcn,The Shirelles
0MponVSpW81oLvJZ53vYZH,The Marvelettes
7rewR1TVjhisjI6gauUamf,The Crystals
05sIdEkXAYDbDDdv3T56Oj,The Chiffons
6YtJeguOS8yoMkmLLnzU7q,The Angels
1Pe5hlKMCTULjosqZ6KanP,Martha Reeves & The Vandellas
7ICvZfP4VHAPZ5Wdt03772,The Dixie Cups
6kUfkNyDFX4tqzUwXp4FTL,The Blossoms
3DznKagEU8yMQZR9z33Da5,LaBelle
64CuUOOirKmdAYLQSfaOyr,The Emotions
2kreKea2n96dXjcyAU9j5N,The Pointer Sisters
6gkWznnJkdkwRPVcmnrays,Sister Sledge
3sc7iUG1Wwpwx7bHeZolgx,Bananarama
1yMYjh77WgOVafRkI50mim,Wilson Phillips
5WiIeeO0KE7GBxAACGcYIT,Sista
0uq5PttqEjj3IH1bzwcrXF,Spice Girls
5TDVKqW9uhqGjwwwKGuma4,All Saints
2S8UlyXW4JjjHcbeg8ddIo,702
6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls
1xS9wRaWvtlxsmERNuNJF2,The Pipettes
1l0mKo96Jh9HVYONcRl3Yp,2NE1
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony
3MCjwjfIor5FkK3h639qkW,Rufus
5M0lbkGluOPXLeFjApw8r8,DRAM
4jqFe1fd5uul2XSSxsRvbZ,Cam O'bi
2PU4qFehXQF7WnlFsJpBiJ,Raury
6kGMx9MqwnbKR2EYvZvvrG,Alex Cameron
6BsR78wTuibINAf3jC3Hbj,Has-Lo
2SPt3i9sJKS1qiMQQQr9LS,Kweku Collins
1xbu7UyVdZxwIiNfLcUKqn,Paul Cherry
2Yx49B2ByFhBKcSrQvaQib,Keir Neuringer
615UQ2I7eSQVkvMrYIImNZ,Aquiles Navarro
7ETJkE1xMPDwTPTANBg8eX,Tcheser Holmes
7GuDk4BMgvdHFal7vv2uDf,The Curls
6gACF5PEinqx3AzMLjiH90,NNAMDÏ
4nUBBtLtzqZGpdiynTJbYJ,The Voidz
3CjlHNtplJyTf9npxaPl5w,CHVRCHES
5aDKJuLDczfmHfRSOmHCJk,Étienne Daho
1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra
4R073T3AVJKqAsbzLmLW9u,John Maus
1EULJuDFWpZ9xg4YwtUGGt,Daniel Avery
3oDsNnVKW3T4MflgJlLysJ,Bagarre
3dv4Q4q3LWOnbLJnC6GgTY,Yellow Days
5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest
65mMkD9WW39U9Yadv0dWUF,Rolling Blackouts Coastal Fever
1hkRfKGoJisJDbo6eSf1pg,Lewis OfMan
5rv6OYiDFLm0gQ8wbihOib,Muddy Monk
6CZN3MHeeEXh5PxKZivIa8,Cola Boyy
7wbkl3zgDZEoZer357mVIw,boy pablo
0rqpu1vmEbsn560Ddv1KRT,New Optimism
7wyRA7deGRxozTyBc6QXPe,Stephen Malkmus & The Jicks
1bcztlEOrJIIfLbUIKQY6O,Michael Rault
2mHjhKyKCLh6MZELuCe1Es,Stella Donnelly
2LOwKJMjuv7VsprtYaFzl0,IDER
60Z50yxe6i4mkUwoykAnwG,Holiday Sidewinder
78CgVNlDQMvOVDIrRL84tJ,ALASKALASKA
0BJeP79i5wKgCqsEEiQ7G0,Helena Deland
2GLV4oAUIsOw1PIHthXqpF,Mellah
7KN4ibZ3dD1ey3lfo3ojQt,Grand Pax
2JldlUF9gAWKZc1qNvjQpo,O - Olivier Marguerit
6lAzHFVXFnFOc3AsBlDffR,Anemone
4aj0Uc8eSN4NQPhLkFZSGB,Jack Grace
09s6bLEw45wioK9ytf3nsA,Westerman
4GoD5FJCgC0lbzde7ly44M,Biig Piig
0sq3OExudqk1vOkbSuc8KW,Jimothy Lacoste
3d7MqowTZa2bC5iy1JXLLt,Hatchie
6iWuBN32BqCJAeXW6o3nil,Cautious Clay
0cz2DZrX5wGn1XUdIPKYYQ,Buzzy Lee
0zanHkxN0P38oWegA8iSQA,Etta Bond
3GA7XHdtdiTpR4gDWgADwK,Weakened Friends
3JZZpDHgo1WxBrxuleA3Ab,Starchild & The New Romantic
6TsFwSL97UlYxnpZxiUNNd,Kiran Kai
4DtUsfaVQBhypuwYmobdSm,RIMON
5MXsi1oKkm8LuStuKkMdzu,Sam Evian
1uobI0lc746cFSfuLM4CP1,Trevor Powers
36BjLtXEXIifbRrfc1Rtqa,Yuno
01JvPU3kH9sxiT4EP0kmKg,Honey Harper
4pdoRs7yHNXakMobf8M9Oz,SASAMI
4nBi4IodVoAeYbktZxzlJR,Gold Star
0fEfMW5bypHZ0A8eLnhwj5,Kelsey Lu
736HGQRGr9rjG4VmmSpkz8,Naaz
0AZ01mYEHgw7ZwKIbgEjBi,Suzi Wu
3okJi6oq87Mwx0VzywmMgz,Mint Field
70AkqfU43ou9hFxJZTDt7A,Wicca Phase Springs Eternal
5NeumLAB759fhEZ61o2Bed,Georgia Maq
0W498bDDNlJIrYMKXdpLHA,Roberta Flack
5CzlICF8GCY0pRC82MKrhX,Labi Siffre
1Pag7p4HbSdZIDzgNLsk39,Fanny
4FxPaLo3DIZCmKsYuhjkhA,Jobriath
6V6WCgi7waF55bJmylC4H5,Gloria Gaynor
0dCKce6tJJdHvlWnDMwzPW,Village People
0eoOgNAKS0g3piTJlFY173,Loose Joints
6aq8T2RcspxVOGgMrTzjWc,Soft Cell
7r2lG8Ui6vGHAgsKlE8Hd8,Pete Shelley
6kz53iCdBSqhQCZ21CoLcc,Culture Club
1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood
2wpWOzQE5TpA0dVnh5YD08,Bronski Beat
0z5DFXmhT4ZNzWElsM7V89,Erasure
3DIaOWIVFxJdTYyEb9mXzi,Ten City
6W1BHDF0T4a4KYcSwzD586,k.d. lang
01Ppu7N8uYJI8SAONo2YZA,Melissa Etheridge
2SdOKxC1sSxEyv8JYERaNe,RuPaul
6X4LvL2xVwf3B6WuQ0YAhm,Junior Vasquez
2GHclqNVjqGuiE5mA7BEoc,Common
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green
3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters
5e1BZulIiYWPRm8yogwUYH,Tegan and Sara
29lz7gs8edwnnfuXW4FhMl,Against Me!
3TScZ6zJkavDy0tqoGqiCf,John Grant
6DpWtzfwV8fcwP6fXckDVu,Starrah
5qYCZ5FQuzZSjOnesvuYiD,Preditah
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
74XFHRwlV6OrjEM0A2NCMF,Paramore
50Dd971ruHE4jP4gI7l1Qa,Micachu
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON
7GuUYiGZOzQwq4L6gAfy1T,SahBabii
6iHjyhqvFSzRPe329fW6WD,Loso Loaded
7lOJ7WXyopaxri0dbOiZkd,Broken Social Scene
6lhcetPeykmqxEJWU0aMcf,lamb
5VF0YkVLeVD4ytyiyVSIiF,Dirty Projectors
4RSyJzf7ef6Iu2rnLdabNq,Willy William
28tPuyqMVd3L51JmH9RpGZ,CCFX
7mnAzEmgquhrVtGob81SmO,Big Shaq
7l8uFATeRemkWEA8Gn15YC,Downtown Boys
6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller
0sHeX8oQ6o7xic3wMf4NBU,Supergrass
47Z8LEl3LnQkcpva0xSthT,The La's
3Kf7VEIRWquxrNIuyJZnfF,Cornershop
3iTsJGG39nMg9YiolUgLMQ,Morrissey
3wChfsJPsUnjVHXc79wRN1,Shampoo
5EtBXjUUyPJmiljpRdN6RJ,The Auteurs
5Rsu72e1qrjIUtxH6Zmy9K,Gene
6B4yZT4AZbcEH90zluBhTK,Hefner
0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals
5fScAXreYFnuqwOgBsJgSd,The Charlatans
2uH0RyPcX7fnCcT90HFDQX,Manic Street Preachers
6Hd3xhv1sj3rlojjvGLkGR,Black Box Recorder
2evydP72Z45DouM4uMGsIE,Ash
147FGf3bdxV1L0mmVtgaJR,Black Grape
0NbfEPYRgMczimdfM3skmH,Sleeper
0BV7lpkyFTbzzML7DuUnpZ,McAlmont & Butler
76vZk3TWaVcNiP7H7in9fu,Space
5vIOGcdmx1eIkq3ZtuS12U,Ocean Colour Scene
4Bgfzia8wyaGaTn42egzTv,Catatonia
5Qlt3zQ63Z99mNhuun0JAT,Edwyn Collins
7rqRuB0wgUaStDN73PlV4U,Mansun
7EV6jW6dotBdvsHj6xPixi,The Divine Comedy
6RZUqkomCmb8zCRqc9eznB,Placebo
0qLNsNKm8bQcMoRFkR8Hmh,James
5gujOcDJO8LLn1O6NOJ6LW,Wayne Smith
7hHDN8REbPLpv46ROortOM,Super Cat
4L3GTE04bW5N7azA9QPhjA,Beenie Man
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey
2NUz5P42WqkxilbI8ocN76,Vybz Kartel
0wEvWMQRqaXcgnrZv6KtyL,Spice
5mMuiFhh7faS7qxnTLRA6u,Barrington Levy
6mLXvSt7Xxy2r9uBba1O6Z,Dawn Penn
3j7Sw80qzL2FJlryUhI3wG,Shabba Ranks
2WXm1hL4hhuoUcCFM8lnG4,Krystal
3Isy6kedDrgPYoTS1dazA9,Sean Paul
5TUTGRG0FlRoYTZ4GEdOVO,Johnny Osbourne
1otleRGxIU5q64yzCNUHsi,Michie One
4DxlG8gbthzgDeDZiywaoQ,Louchie Lou
6yTNMMqumesCWhMJ47HB2a,Yellowman
2X1VgNqQOiSbkyel3a9rjK,Lady Saw
3uZFBSsMiooimnprFL9jD1,Snow
6SaSgAC8GbmzRyCuhPtWdd,Nadine Sutherland
65xomMlePqBzEuBb4XXRjE,Louie Culture
4wLAjfeqAsV66AocWNcowA,Buju Banton
1Oq1UznFoef8kJK0c57xIF,Terror Fabulous
6qaB3ewaxldh6t2kI1ubH8,Culture Knox
6UuT0BJZ9vF8Y1sxXnJl2s,Bounty Killer
1pmixngtBJleMrGUG5o8DE,Mr. Vegas
0vL0HKEtNHGobKmDNarMFQ,Tanya Stephens
4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte
6aSxwdkyHigsKsdqW30JjP,Nadine Sutherland & Terror Fabulous
72T7x96EAqN2UWvAgobYfv,Sizzla
21J3YJTyq1biE3SvSNjzuf,Capleton
1VJspRsoC6c0bvqhnSiFCs,iNi Kamoze
6iTD167bhyfYwEd7fd2bGn,Sugar Minott
5G8IlDlnPQPN4YmtJ6NDxK,Cham
6lHL3ubAMgSasKjNqKb8HF,Mýa
6NOvBZrkd83MSD51xkq4on,Elephant Man
0tGZBRO4tZjpUOZcD7tMeS,Half Pint
6qT3BuvjUmrtH3OzJ18mRh,Echo Minott
7mPRzTE0BI6QMFmWhevSog,Gaza Slim
6xqlgBccdlxUh5DeJSx2ho,Eek-A-Mouse
6dvIEb67jvtYQnnXrgwrxJ,Lady G
0qPme7vL5lolpwxquzeSF7,Pinchers
3kc5AFnL1TQQdNaMdSW2UO,Wayne Wonder
3QJzdZJYIAcoET1GcfpNGi,Damian Marley
6taesTUSevB9eK8bm5Y7b9,Tony Matterhorn
02QYcz7JjwzKiKGHg53rZY,Sasha
391oLRVmoTkumiN79HkTWu,Darlene Love
4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio
293zczrfYafIItmnmM3coR,Chuck Berry
4x1nvY2FN8jxqAFA0DA02H,John Lennon
0vneleczrRRNPF1vj0x0vy,The Harlem Community Choir
4m2kfAHEnK7Z7qLGxeWtro,The Plastic Ono Band
2s4tjL6W3qrblOe0raIzwJ,Yoko Ono
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley
57AKOY1SF1062tuVzgAPv8,The Waitresses
5lpH0xAS4fVfLkACg9DAuM,Wham!
7823Dim2TzjiQQ9wRQxyi9,Wizzard
3CQIn7N5CuRDP8wEI7FiDA,Run–D.M.C.
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt
4cPHsZM98sKzmV26wlwD2W,Brenda Lee
2iE18Oxc8YSumAU232n4rW,The Jackson 5
3trsSEaKM3UM2R9RBJwdtJ,Charles Brown
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby
25TKXk9zo9yk0HMJQ3TuE9,Kurtis Blow
2wzMOQwNT6ZvVB4amvhFAH,The Pogues
6UlNIFEuWlBqb4TvlVCekq,Kirsty MacColl
3ZqRIzadY4WYQEg4Hj2vGC,Robin Guthrie
31eiHDLnkVg1fEezZihdfQ,Simon Raymonde
0GByy3DcfbQwDvXGCWmzv9,Pretenders
1FE0rls8gfQT3laAeRYNgl,Loretta Lynn
19eLuQmk9aCobbVDHc6eek,Louis Armstrong
5dlCVmfRbWVGOJYHzGyk32,Benny Carter
7lffJlv0nRl0sIsHDmo0SB,Clarence Carter
18HVMQsV3tINaTyzT5UIjH,CyHi
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor
7Ht57YadlBXcFJDK3plmhO,The Microphones
2lZkXWxkZsZzBocxMjN1or,Sunny Day Real Estate
0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie
1qHR9DMfOJQjvWLEfMZQlG,Beat Happening
4LG4Bs1Gadht7TCrMytQUO,The Shins
0sTTw3dw3EA0c7NaZnrJd2,Wipers
3En4SMrGwoaVbTIyWOQCqx,Dead Moon
1SlIeJl2CmEUEjq6lGFa3d,Neko Case & Her Boyfriends
137l8QdpxTAeZawP4qQYXK,The Exploding Hearts
4qAJ54O4V0W8SQcSz0bl1C,The Thermals
59IPo3F7aZifhZtHnoGHbo,Heatmiser
2GDhYEtqyQ46D4yOtzGLIN,The Halo Benders
7ITd48RbLVpUfheE7B86o2,The Decemberists
5AZHg5fZjuN4FzGUnaiQcj,Mirah
4ApdWjZjftqD77Vh6qDbCr,Pedro The Lion
4cpsZRPYENvU3QH7kGz4tu,Gun Outfit
1KRT2Zu8OMCJuK1ls3kpwz,Milk Music
3okeQxv9lGt59TGlLikfzN,Pretty Girls Make Graves
4kgIlus6ToyP9mUHoIvLtc,Tiny Vipers
2iT2Fmot4VzWgdOTgp3j9M,White Lung
0fiUV7n91Qqmgln2vQMVdO,Quasi
5ZOh5D4MKLhU3GekPzNFam,The Posies
6lz8TrJesUMdGhKoyXTTda,The Spinanes
79JJCxCCfJ8HufX6w8q2k4,Damien Jurado
0yiYHDCQjggaHJfpD9MZOR,Excuse 17
0WtTGUjbur1R1cNzBvbsMU,Broadcast
5OK8j1JnhoBlivN32G7yOO,This Mortal Coil
4Pt1HZtuJwrQB8l0ES5iTX,Julee Cruise
4jSYHcSo85heWskYvAULio,Mojave 3
3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound
6XrrzKnazbofp8WajiHZyH,Noah Lennox
3hXQmVUYo3Mppb16f8wFOx,Brightblack Morning Light
0utS63XytOEVN1EtzWhJpG,The Radio Dept.
6NrkINd80slV25wkBu9mEB,Wild Nothing
3zmmBJseZelpVEHj8S6Dek,The Pains Of Being Pure At Heart
4Tzunwe7m9sBMSsmEV49Qo,Machinefabriek
71cpL5pgnIANdmbY7L7NGE,Jacob Kirkegaard
17Woab4l0eJybbj5ymknYK,Philip Jeck
2fLOKzj3qIugKw28XGm0UC,Michael Byron
5dig7bM10MiT1wDSfRCEAO,William Winant
0enRaCZSvIUa2nVC7I4roi,Edgard Varèse
62QURushyB5wug2XPwajwK,Polish National Radio Symphony Orchestra
1n6p9tBHDJO0fJxUFSpzZ9,Christopher Lyndon-Gee
0mOPHkTHaD6cFTMODNBxA3,Colleen
13CMfEeq8AC6ryGOPODqE1,A Winged Victory for the Sullen
5B4rGbq1gqsSyMLeaQDMCt,Marty Walker
4IO7lh6o4CYymiyUxF9WOV,Robin Lorentz
1aWYGkL9XboGsal0j73X0F,Amy Knoles
0rj9bDuRug7PcNB4M0HfRt,Nathaniel Reichman
2E63eGdNfdwachtm2NRRZx,Bryan Pezzone
2lD1D6eEh7xQdBtnl2Ik7Y,Hildur Guðnadóttir
5AZcAhtvERUDtjJ1qfg6fw,Barry Newton
2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile
1c4rxrxy8eDLvMVL1DTiBe,Andra Day
6dHMq5KZ8ScqdzsCKGagdo,Les Amazones d'Afrique
0VX4MyYhvKRtU1AZUVGLUZ,Nneka
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man
6LufpoVlIYKQCu9Gjpk8B7,Sharon Jones & The Dap-Kings
4YLtscXsxbVgi031ovDDdh,Chris Stapleton
5T8zbK3dic52T9bFu0aY8z,Sophia Somajo
6LuN9FCkKOj5PcnpouEgny,Khalid
5BKsn7SCN2XmbF7apdCpRS,Goldfrapp
2gqmFO0Wo92qaqwwgL6fZG,Visible Cloaks
0vmZnQdyuSYbU9F61oApmi,Motion Graphics
7EJ8xVXZJezYW7Y1xvJ2Yb,DJ Sports
0GBfmQlQSoO1OBxO8Y73vB,Errorsmith
2M0T4a1pkOC5nifN9W6e9e,LFO
7CIkQIdBUVT7ppXHLSbK3U,Karen Gwyer
1Tf0PpDLg4A8m7aidHGRG3,UMFANG
7eaicDCPeKWbGkNCQrya0j,Nidia Minaj
0J8cNhY7V2NoRt9O6uCeUX,GAS
73LvjicByRK5LazcQYZMAY,Blanck Mass
11T6gvtErVhsqyXhAnazfm,Joni Void
24TqZsQXfGjFlD8mk1uspL,Lushloss
2nBxn9F3ekxTZWh9lCS5dy,MHYSA
2VarlUiM6Lw0SA7BvwVPRP,Forest Swords
6qEM4txXHvfMbOUOK9L7pl,Ben Frost
1ix1aDOd7GSOeT9iqNh5KO,Pharmakon
3aGFCoR8xGN6DKwvdzeSja,ILOVEMAKONNEN
3XVpDdKav6C6zwlDXPhMEO,Kamaiyah
0J6PhnVD21GSFoJ9HoadLH,Milo
4akQZt0saex1UBmywlc1qH,Amber Navran
4Q2hTDZYFCohf17D5GvkIb,G Perico
0xTcxl35DKXUeYRWqY10w6,Peewee Longway
14jWPTviD30k11Jccwmq8E,The Courtneys
6XYvaoDGE0VmRt83Jss9Sn,King Gizzard & The Lizard Wizard
75klPfIVnyYcyEGaicRUSF,White Reaper
0FJTTwSyFG3TnPYs0Gwuwr,Artificial Brain
4nhaUpMjrBW8vywsP2yzzD,Planning For Burial
3TmaQHOfq1olDKHtE38zYT,Power Trip
1RtWv2DQzIGsnjHPXBRaR5,The Ruins Of Beverast
4C20AUsp5T2VNHmzSTSzYn,King Woman
5WpW0XFUSrMfj4zlLqCige,Impetuous Ritual
6FfZaHz07OsknWNdtdan5R,Hellripper
6ISdh8nhJQIZ141GLZsSrf,Suffering Hour
26rJGHnnZ2HwryU4juvDvv,Lunar Shadow
1asuL525VM9td0sj7KysMX,Succumb
1i5rlthy5CmAYWaFOB0jhz,Full Of Hell
31vzuHhEffqdpYS0Zg1MJe,Dumal
2DqzOWVL2ly48IA9bpZdie,Dying Fetus
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda
5TLQArskPwpPQULjjE2tsW,Alex Lacamoire
5lVYBJYVtzSu6YH7vlMuhU,Ana Villafañe
660YptcR0hNHJ8iEr1qcse,Anthony Ramos
4cS0IGoIwn4vOj3uzkiOrK,Artists for Puerto Rico
2CQAfzpwwaMxj3YNlb4Gbj,Dessa
1Lvrnoz3ZKzzrBuZ446e6P,Ednita Nazario
27vNK840zYq6IfDijHPsv1,Gilberto Santa Rosa
5oC6sik8OGWHW5k4cdnEca,Gina Rodriguez
5IFCkqu9J6xdWeYMk5I889,Gloria Estefan
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez
1q13yHC6Syg5Y8iPLrRnCq,Joell Ortiz
26nStRV6Waedt17W4Uhx6l,John Leguizamo
3nlpTZci9O5W8RsNoNH559,Juan Luis Guerra 4.40
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony
0AdjzZxHJ4MfbImx2rD0Df,Pj Sin Suela
4QVBYiagIaa6ZGSPMbybpy,Pedro Capó
0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul
1J4ACYB6yMqd79q3rjskqs,Thurston Moore
37eqxl8DyLd5sQN54wYJbE,Hiss Golden Messenger
0x4xCoWaOFd3WsKarzaxnW,Frankie Cosmos
1zBHbitf3pjF7W00UIFfVf,Madame Gandhi
4UETUdF77BfyJ7fEFVztr3,The Feelies
2GVBp7QyHckoOg7rYkLvrA,George Clinton
6g8Jqb5JMfv92eB2r0awTN,Arab Strap
12cKwxUl6Ku3VpSB3LjrM5,S U R V I V E
3pIGm1omCcHIb1juBNHspg,Cherry Glazerr
5FwydyGVcsQllnM4xM6jw4,American Football
6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad
3h0w83PsjASrm5999trG4n,Hamilton Leithauser + Rostam
2gbT6GPXMis0OAkZbEQCYB,Pinegrove
4G6HhUUQ1LgyYnA2WJppf8,Colin Stetson
3XwBizyFmbCCUFcdcsvMmm,Derrick Carter
53L5KERK0sEsE16Hkg9Z28,Freaks
1ewyVtTZBqFYWIcepopRhp,Joey Purp
4nx194YMhKEOO8WJWagjll,NE-HI
7lsnwlX6puQ7lcpSEpJbZE,Kilo Kish
6fxk3UXHTFYET8qCT9WlBF,Kevin Morby
0ZUyFEafMwocvApBjTXvdo,This Is The Kit
1myZw5gJTFWZUrqv4Qdq2E,Mina Tindle
1nw8iwDkSSHqn8S343ODcp,Chassol
03nc6BsYeMz2brPVChRGBe,Ethan Lipton
67JB9ps4KBT90qPzKyQ3fS,Christopher Ferreira
59oA5WbbQvomJz2BuRG071,Jungle
3lLHpTOJ11tWiUNGYN14gt,Rejjie Snow
7N3L5HZxQqxWSfhrrTNI29,Jesse Boykins III
2HGAZDmVV3GAH4XFAZdvSG,Isaac Delusion
45yEuthJ9yq1rNXAOpBnqM,Polo & Pan
39vA9YljbnOApXKniLWBZv,Sylvan Esso
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex
2qDdxfKUpYg8wc49KIuT3b,Tommy Genesis
0yd6o6a2MaOjsF1SglI4Hw,HMLTD
0w1RQjkLFHpokbFNikYbPN,Talaboman
73A3bLnfnz5BoQjb4gNCga,BICEP
1Dt1UKLtrJIW1xxRBejjos,The Blaze
4oDjh8wNW5vDHyFRrDYC4k,Loyle Carner
1uiEZYehlNivdK3iQyAbye,Tom Misch
6Gk5hoM7eW8NSCYhICMDHw,Zak Abel
4TrraAsitQKl821DQY42cZ,Sigrid
3VBpsrUi2vV7Uj87ONHu7Z,Screamin' Jay Hawkins
4lYtGx5NZQJHsMyhHc5iz3,The Cramps
1qu76fyhxnnFHJagsVOs1D,Teenage Jesus & The Jerks
5N5tQ9Dx1h8Od7aRmGj7Fi,Bauhaus
5I2hMUcztc6QbzkyLskdt4,The Birthday Party
1n65zfwYIj5kKEtNgxUlWb,Siouxsie and the Banshees
4HxBVyHaUa60eCSsJWxwWR,Sisters of Mercy
1cXi8ALPQCBHZbf0EgP4Ey,Misfits
1wHmR7I0UlF58WFQexCPha,Clan of Xymox
0Zy4ncr8h1jd7Nzr9946fD,Killing Joke
37KB5e6cGsN1AQAB9Omm1U,Coil
42AURgCa94xz79E0fxE3Ay,Diamanda Galás
6sq7prp0tj9Abn89khmfja,Dead Can Dance
30ZqCPhfRzzWcgIbXrbHnU,Francois Kevorkian
5cCzokwZSw5IRKcm7LpRbH,Jarboe
0blJzvevdXrp21YeI2vbco,Type O Negative
79S80ZWgVhIPMCHuvl6SkA,Swans
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance
09CJcG6ndtL82D8x9VxaeT,SALEM
55wOEGTc3QKwBJ9gntcOxT,Pentangle
5zeiqAaIiDrjiDch33A2lT,Popol Vuh
5slSOLb4CcoPOgptg4tsxo,Michael Chapman
1giPBWN0VDXGhXEIROGhvM,Linda Perhacs
2IkwqvwEnXFlZEq6eFP1wL,Judee Sill
2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear
1gIa65d5ICT2xVWiUJ3u27,Tom Zé
5JYtpnUKxAzXfHEYpOeeit,Jorge Ben Jor
6YyTvidUn2EXirwMvrYkPF,Os Brazoes
6we2u0wHu4S9H6A1LVZ6LA,Antonio Carlos & Jocafi
2ohBjgFT9V0LRDWO2wF9DJ,Novos Baianos
7dnT2FUXhjirperXaH22IJ,Rita Lee
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits
4EGlaDAVZTNNknDdKHrHRp,Red Rider
7uhvDINTTiD0XBrP9fquN1,The Hooters
2OFpmma3V9yxT5XXgytGns,Lone Justice
2h9yQhKyqOMex3QFMVeq7F,Meat Puppets
5R6GD31ZP8YPGIlt73Madf,Robbie Robertson
2olXFp5y1AwrgJA9YSV4Sn,Constantines
