track_id,artist_id
2NKyXxgs4EuDfbbywhsfcj,5PRPy7MZZhkM5CIVJvTAKM
2NKyXxgs4EuDfbbywhsfcj,4BTzb2ExegPasbEDN424hb
2NKyXxgs4EuDfbbywhsfcj,2QLM9IFaHBtB16b8ZDaA3A
5nTZU4TjLizQDmbOcqRtlh,5PRPy7MZZhkM5CIVJvTAKM
5nTZU4TjLizQDmbOcqRtlh,2QLM9IFaHBtB16b8ZDaA3A
2MFzLd6FjVkUQzQIolalpO,5PRPy7MZZhkM5CIVJvTAKM
2MFzLd6FjVkUQzQIolalpO,4BTzb2ExegPasbEDN424hb
2MFzLd6FjVkUQzQIolalpO,2QLM9IFaHBtB16b8ZDaA3A
7xkfjJyZbGXTDG9NnXF7aP,5PRPy7MZZhkM5CIVJvTAKM
7xkfjJyZbGXTDG9NnXF7aP,40uPOeOQVWuNb6imBRJWjR
7xkfjJyZbGXTDG9NnXF7aP,2QLM9IFaHBtB16b8ZDaA3A
7xkfjJyZbGXTDG9NnXF7aP,2hk2X7xeg4QEQwKdnvl0JG
7xkfjJyZbGXTDG9NnXF7aP,4BTzb2ExegPasbEDN424hb
5KNpJ3nOEALAJGJcULira0,5PRPy7MZZhkM5CIVJvTAKM
5KNpJ3nOEALAJGJcULira0,42KWzHkbr6Q6BV7gSfYkpl
5KNpJ3nOEALAJGJcULira0,2QLM9IFaHBtB16b8ZDaA3A
5KNpJ3nOEALAJGJcULira0,5r7Rbfw8HjHPA5H0lHLyWW
5KNpJ3nOEALAJGJcULira0,0BajT9ZXitGajSuc16Rass
3OxJ4MJpDQbexNu6egTTcE,5PRPy7MZZhkM5CIVJvTAKM
3OxJ4MJpDQbexNu6egTTcE,4hSGrfIm5xRloHXESKxrFd
3OxJ4MJpDQbexNu6egTTcE,2QLM9IFaHBtB16b8ZDaA3A
3OxJ4MJpDQbexNu6egTTcE,4BTzb2ExegPasbEDN424hb
6JGBJ38KydUMEilAR29E0E,1ZerBXsbpj16RGfRQt9GVy
2zqrHkntZFTXmAsI1JviGi,1ZerBXsbpj16RGfRQt9GVy
3tAj4rjrfVbaL1X8WyaBli,1ZerBXsbpj16RGfRQt9GVy
2Um03Koujjhuio7sVbcGvi,1ZerBXsbpj16RGfRQt9GVy
5m2hOZziyzEqVCkG1oxfsV,1ZerBXsbpj16RGfRQt9GVy
4dr2SCfGDJ9UhyrjzcwFgH,1ZerBXsbpj16RGfRQt9GVy
0dPQPqH6NjRwo86op1AuL9,1ZerBXsbpj16RGfRQt9GVy
5wK3jGHQFgPWPs2J8z74vY,1ZerBXsbpj16RGfRQt9GVy
0dHwrAkybWIY07pzTJa0KB,1ZerBXsbpj16RGfRQt9GVy
5t3E5r73u5iK1YfbRTsWg5,1ZerBXsbpj16RGfRQt9GVy
5x1LlqSjdmA9Mh7RzqKzfL,1ZerBXsbpj16RGfRQt9GVy
4GzJ8uS0UL01G0dX6Mp8RC,1ZerBXsbpj16RGfRQt9GVy
0LBBseUAvshbCeGPbO2IAH,1ZerBXsbpj16RGfRQt9GVy
3WH7HOYkuHKYVUigR6B4fA,1ZerBXsbpj16RGfRQt9GVy
3SDn8Vi0Q6idLCBJET7dND,1ZerBXsbpj16RGfRQt9GVy
5u1YMqn7c0OZKfDFPKg19x,1ZerBXsbpj16RGfRQt9GVy
5u1YMqn7c0OZKfDFPKg19x,2SlUrJAcTYbWR8GcmB9IEi
69zXWFtAs8ljl8ODksxi1z,1ZerBXsbpj16RGfRQt9GVy
2I3BIPj25viBtfIQmU8Zxn,1ZerBXsbpj16RGfRQt9GVy
3IuVBN8XbV6kxILZXJQzcy,1R2vMNz6qxQFMLynRurh3t
3IuVBN8XbV6kxILZXJQzcy,4WwnDi7kswmiG3YBZZckuy
0ak02NCVIv4Eh71CQlV9Ae,1R2vMNz6qxQFMLynRurh3t
